T1Type1,T1Type2,T2Type1,T2Type2
Fighting,Ice,Water,Typeless
Fighting,Normal,Fighting,Poison
Fighting,Normal,Fighting,Psychic
Fighting,Normal,Fighting,Rock
Fighting,Normal,Fighting,Steel
Fighting,Normal,Fighting,Typeless
Fighting,Normal,Fighting,Water
Fighting,Normal,Fire,Flying
Fighting,Normal,Fire,Ghost
Fighting,Normal,Fire,Grass
Fighting,Normal,Fire,Ground
Fighting,Normal,Fire,Ice
Fighting,Normal,Fire,Normal
Fighting,Normal,Fire,Poison
Fighting,Normal,Fire,Psychic
Fighting,Normal,Fire,Rock
Fighting,Normal,Fire,Steel
Fighting,Normal,Fire,Typeless
Fighting,Normal,Fire,Water
Fighting,Normal,Flying,Ghost
Fighting,Normal,Flying,Grass
Fighting,Normal,Flying,Ground
Fighting,Normal,Flying,Ice
Fighting,Normal,Flying,Normal
Fighting,Normal,Flying,Poison
Fighting,Normal,Flying,Psychic
Fighting,Normal,Flying,Rock
Fighting,Normal,Flying,Steel
Fighting,Normal,Flying,Typeless
Fighting,Normal,Flying,Water
Fighting,Normal,Ghost,Grass
Fighting,Normal,Ghost,Ground
Fighting,Normal,Ghost,Ice
Fighting,Normal,Ghost,Normal
Fighting,Normal,Ghost,Poison
Fighting,Normal,Ghost,Psychic
Fighting,Normal,Ghost,Rock
Fighting,Normal,Ghost,Steel
Fighting,Normal,Ghost,Typeless
Fighting,Normal,Ghost,Water
Fighting,Normal,Grass,Ground
Fighting,Normal,Grass,Ice
Fighting,Normal,Grass,Normal
Fighting,Normal,Grass,Poison
Fighting,Normal,Grass,Psychic
Fighting,Normal,Grass,Rock
Fighting,Normal,Grass,Steel
Fighting,Normal,Grass,Typeless
Fighting,Normal,Grass,Water
Fighting,Normal,Ground,Ice
Fighting,Normal,Ground,Normal
Fighting,Normal,Ground,Poison
Fighting,Normal,Ground,Psychic
Fighting,Normal,Ground,Rock
Fighting,Normal,Ground,Steel
Fighting,Normal,Ground,Typeless
Fighting,Normal,Ground,Water
Fighting,Normal,Ice,Normal
Fighting,Normal,Ice,Poison
Fighting,Normal,Ice,Psychic
Fighting,Normal,Ice,Rock
Fighting,Normal,Ice,Steel
Fighting,Normal,Ice,Typeless
Fighting,Normal,Ice,Water
Fighting,Normal,Normal,Poison
Fighting,Normal,Normal,Psychic
Fighting,Normal,Normal,Rock
Fighting,Normal,Normal,Steel
Fighting,Normal,Normal,Typeless
Fighting,Normal,Normal,Water
Fighting,Normal,Poison,Psychic
Fighting,Normal,Poison,Rock
Fighting,Normal,Poison,Steel
Fighting,Normal,Poison,Typeless
Fighting,Normal,Poison,Water
Fighting,Normal,Psychic,Rock
Fighting,Normal,Psychic,Steel
Fighting,Normal,Psychic,Typeless
Fighting,Normal,Psychic,Water
Fighting,Normal,Rock,Steel
Fighting,Normal,Rock,Typeless
Fighting,Normal,Rock,Water
Fighting,Normal,Steel,Typeless
Fighting,Normal,Steel,Water
Fighting,Normal,Water,Typeless
Fighting,Poison,Fighting,Psychic
Fighting,Poison,Fighting,Rock
Fighting,Poison,Fighting,Steel
Fighting,Poison,Fighting,Typeless
Fighting,Poison,Fighting,Water
Fighting,Poison,Fire,Flying
Fighting,Poison,Fire,Ghost
Fighting,Poison,Fire,Grass
Fighting,Poison,Fire,Ground
Fighting,Poison,Fire,Ice
Fighting,Poison,Fire,Normal
Fighting,Poison,Fire,Poison
Fighting,Poison,Fire,Psychic
Fighting,Poison,Fire,Rock
Fighting,Poison,Fire,Steel
Fighting,Poison,Fire,Typeless
Fighting,Poison,Fire,Water
Fighting,Poison,Flying,Ghost
Fighting,Poison,Flying,Grass
Fighting,Poison,Flying,Ground
Fighting,Poison,Flying,Ice
Fighting,Poison,Flying,Normal
Fighting,Poison,Flying,Poison
Fighting,Poison,Flying,Psychic
Fighting,Poison,Flying,Rock
Fighting,Poison,Flying,Steel
Fighting,Poison,Flying,Typeless
Fighting,Poison,Flying,Water
Fighting,Poison,Ghost,Grass
Fighting,Poison,Ghost,Ground
Fighting,Poison,Ghost,Ice
Fighting,Poison,Ghost,Normal
Fighting,Poison,Ghost,Poison
Fighting,Poison,Ghost,Psychic
Fighting,Poison,Ghost,Rock
Fighting,Poison,Ghost,Steel
Fighting,Poison,Ghost,Typeless
Fighting,Poison,Ghost,Water
Fighting,Poison,Grass,Ground
Fighting,Poison,Grass,Ice
Fighting,Poison,Grass,Normal
Fighting,Poison,Grass,Poison
Fighting,Poison,Grass,Psychic
Fighting,Poison,Grass,Rock
Fighting,Poison,Grass,Steel
Fighting,Poison,Grass,Typeless
Fighting,Poison,Grass,Water
Fighting,Poison,Ground,Ice
Fighting,Poison,Ground,Normal
Fighting,Poison,Ground,Poison
Fighting,Poison,Ground,Psychic
Fighting,Poison,Ground,Rock
Fighting,Poison,Ground,Steel
Fighting,Poison,Ground,Typeless
Fighting,Poison,Ground,Water
Fighting,Poison,Ice,Normal
Fighting,Poison,Ice,Poison
Fighting,Poison,Ice,Psychic
Fighting,Poison,Ice,Rock
Fighting,Poison,Ice,Steel
Fighting,Poison,Ice,Typeless
Fighting,Poison,Ice,Water
Fighting,Poison,Normal,Poison
Fighting,Poison,Normal,Psychic
Fighting,Poison,Normal,Rock
Fighting,Poison,Normal,Steel
Fighting,Poison,Normal,Typeless
Fighting,Poison,Normal,Water
Fighting,Poison,Poison,Psychic
Fighting,Poison,Poison,Rock
Fighting,Poison,Poison,Steel
Fighting,Poison,Poison,Typeless
Fighting,Poison,Poison,Water
Fighting,Poison,Psychic,Rock
Fighting,Poison,Psychic,Steel
Fighting,Poison,Psychic,Typeless
Fighting,Poison,Psychic,Water
Fighting,Poison,Rock,Steel
Fighting,Poison,Rock,Typeless
Fighting,Poison,Rock,Water
Fighting,Poison,Steel,Typeless
Fighting,Poison,Steel,Water
Fighting,Poison,Water,Typeless
Fighting,Psychic,Fighting,Rock
Fighting,Psychic,Fighting,Steel
Fighting,Psychic,Fighting,Typeless
Fighting,Psychic,Fighting,Water
Fighting,Psychic,Fire,Flying
Fighting,Psychic,Fire,Ghost
Fighting,Psychic,Fire,Grass
Fighting,Psychic,Fire,Ground
Fighting,Psychic,Fire,Ice
Fighting,Psychic,Fire,Normal
Fighting,Psychic,Fire,Poison
Fighting,Psychic,Fire,Psychic
Fighting,Psychic,Fire,Rock
Fighting,Psychic,Fire,Steel
Fighting,Psychic,Fire,Typeless
Fighting,Psychic,Fire,Water
Fighting,Psychic,Flying,Ghost
Fighting,Psychic,Flying,Grass
Fighting,Psychic,Flying,Ground
Fighting,Psychic,Flying,Ice
Fighting,Psychic,Flying,Normal
Fighting,Psychic,Flying,Poison
Fighting,Psychic,Flying,Psychic
Fighting,Psychic,Flying,Rock
Fighting,Psychic,Flying,Steel
Fighting,Psychic,Flying,Typeless
Fighting,Psychic,Flying,Water
Fighting,Psychic,Ghost,Grass
Fighting,Psychic,Ghost,Ground
Fighting,Psychic,Ghost,Ice
Fighting,Psychic,Ghost,Normal
Fighting,Psychic,Ghost,Poison
Fighting,Psychic,Ghost,Psychic
Fighting,Psychic,Ghost,Rock
Fighting,Psychic,Ghost,Steel
Fighting,Psychic,Ghost,Typeless
Fighting,Psychic,Ghost,Water
Fighting,Psychic,Grass,Ground
Fighting,Psychic,Grass,Ice
Fighting,Psychic,Grass,Normal
Fighting,Psychic,Grass,Poison
Fighting,Psychic,Grass,Psychic
Fighting,Psychic,Grass,Rock
Fighting,Psychic,Grass,Steel
Fighting,Psychic,Grass,Typeless
Fighting,Psychic,Grass,Water
Fighting,Psychic,Ground,Ice
Fighting,Psychic,Ground,Normal
Fighting,Psychic,Ground,Poison
Fighting,Psychic,Ground,Psychic
Fighting,Psychic,Ground,Rock
Fighting,Psychic,Ground,Steel
Fighting,Psychic,Ground,Typeless
Fighting,Psychic,Ground,Water
Fighting,Psychic,Ice,Normal
Fighting,Psychic,Ice,Poison
Fighting,Psychic,Ice,Psychic
Fighting,Psychic,Ice,Rock
Fighting,Psychic,Ice,Steel
Fighting,Psychic,Ice,Typeless
Fighting,Psychic,Ice,Water
Fighting,Psychic,Normal,Poison
Fighting,Psychic,Normal,Psychic
Fighting,Psychic,Normal,Rock
Fighting,Psychic,Normal,Steel
Fighting,Psychic,Normal,Typeless
Fighting,Psychic,Normal,Water
Fighting,Psychic,Poison,Psychic
Fighting,Psychic,Poison,Rock
Fighting,Psychic,Poison,Steel
Fighting,Psychic,Poison,Typeless
Fighting,Psychic,Poison,Water
Fighting,Psychic,Psychic,Rock
Fighting,Psychic,Psychic,Steel
Fighting,Psychic,Psychic,Typeless
Fighting,Psychic,Psychic,Water
Fighting,Psychic,Rock,Steel
Fighting,Psychic,Rock,Typeless
Fighting,Psychic,Rock,Water
Fighting,Psychic,Steel,Typeless
Fighting,Psychic,Steel,Water
Fighting,Psychic,Water,Typeless
Fighting,Rock,Fighting,Steel
Fighting,Rock,Fighting,Typeless
Fighting,Rock,Fighting,Water
Fighting,Rock,Fire,Flying
Fighting,Rock,Fire,Ghost
Fighting,Rock,Fire,Grass
Fighting,Rock,Fire,Ground
Fighting,Rock,Fire,Ice
Fighting,Rock,Fire,Normal
Fighting,Rock,Fire,Poison
Fighting,Rock,Fire,Psychic
Fighting,Rock,Fire,Rock
Fighting,Rock,Fire,Steel
Fighting,Rock,Fire,Typeless
Fighting,Rock,Fire,Water
Fighting,Rock,Flying,Ghost
Fighting,Rock,Flying,Grass
Fighting,Rock,Flying,Ground
Fighting,Rock,Flying,Ice
Fighting,Rock,Flying,Normal
Fighting,Rock,Flying,Poison
Fighting,Rock,Flying,Psychic
Fighting,Rock,Flying,Rock
Fighting,Rock,Flying,Steel
Fighting,Rock,Flying,Typeless
Fighting,Rock,Flying,Water
Fighting,Rock,Ghost,Grass
Fighting,Rock,Ghost,Ground
Fighting,Rock,Ghost,Ice
Fighting,Rock,Ghost,Normal
Fighting,Rock,Ghost,Poison
Fighting,Rock,Ghost,Psychic
Fighting,Rock,Ghost,Rock
Fighting,Rock,Ghost,Steel
Fighting,Rock,Ghost,Typeless
Fighting,Rock,Ghost,Water
Fighting,Rock,Grass,Ground
Fighting,Rock,Grass,Ice
Fighting,Rock,Grass,Normal
Fighting,Rock,Grass,Poison
Fighting,Rock,Grass,Psychic
Fighting,Rock,Grass,Rock
Fighting,Rock,Grass,Steel
Fighting,Rock,Grass,Typeless
Fighting,Rock,Grass,Water
Fighting,Rock,Ground,Ice
Fighting,Rock,Ground,Normal
Fighting,Rock,Ground,Poison
Fighting,Rock,Ground,Psychic
Fighting,Rock,Ground,Rock
Fighting,Rock,Ground,Steel
Fighting,Rock,Ground,Typeless
Fighting,Rock,Ground,Water
Fighting,Rock,Ice,Normal
Fighting,Rock,Ice,Poison
Fighting,Rock,Ice,Psychic
Fighting,Rock,Ice,Rock
Fighting,Rock,Ice,Steel
Fighting,Rock,Ice,Typeless
Fighting,Rock,Ice,Water
Fighting,Rock,Normal,Poison
Fighting,Rock,Normal,Psychic
Fighting,Rock,Normal,Rock
Fighting,Rock,Normal,Steel
Fighting,Rock,Normal,Typeless
Fighting,Rock,Normal,Water
Fighting,Rock,Poison,Psychic
Fighting,Rock,Poison,Rock
Fighting,Rock,Poison,Steel
Fighting,Rock,Poison,Typeless
Fighting,Rock,Poison,Water
Fighting,Rock,Psychic,Rock
Fighting,Rock,Psychic,Steel
Fighting,Rock,Psychic,Typeless
Fighting,Rock,Psychic,Water
Fighting,Rock,Rock,Steel
Fighting,Rock,Rock,Typeless
Fighting,Rock,Rock,Water
Fighting,Rock,Steel,Typeless
Fighting,Rock,Steel,Water
Fighting,Rock,Water,Typeless
Fighting,Steel,Fighting,Typeless
Fighting,Steel,Fighting,Water
Fighting,Steel,Fire,Flying
Fighting,Steel,Fire,Ghost
Fighting,Steel,Fire,Grass
Fighting,Steel,Fire,Ground
Fighting,Steel,Fire,Ice
Fighting,Steel,Fire,Normal
Fighting,Steel,Fire,Poison
Fighting,Steel,Fire,Psychic
Fighting,Steel,Fire,Rock
Fighting,Steel,Fire,Steel
Fighting,Steel,Fire,Typeless
Fighting,Steel,Fire,Water
Fighting,Steel,Flying,Ghost
Fighting,Steel,Flying,Grass
Fighting,Steel,Flying,Ground
Fighting,Steel,Flying,Ice
Fighting,Steel,Flying,Normal
Fighting,Steel,Flying,Poison
Fighting,Steel,Flying,Psychic
Fighting,Steel,Flying,Rock
Fighting,Steel,Flying,Steel
Fighting,Steel,Flying,Typeless
Fighting,Steel,Flying,Water
Fighting,Steel,Ghost,Grass
Fighting,Steel,Ghost,Ground
Fighting,Steel,Ghost,Ice
Fighting,Steel,Ghost,Normal
Fighting,Steel,Ghost,Poison
Fighting,Steel,Ghost,Psychic
Fighting,Steel,Ghost,Rock
Fighting,Steel,Ghost,Steel
Fighting,Steel,Ghost,Typeless
Fighting,Steel,Ghost,Water
Fighting,Steel,Grass,Ground
Fighting,Steel,Grass,Ice
Fighting,Steel,Grass,Normal
Fighting,Steel,Grass,Poison
Fighting,Steel,Grass,Psychic
Fighting,Steel,Grass,Rock
Fighting,Steel,Grass,Steel
Fighting,Steel,Grass,Typeless
Fighting,Steel,Grass,Water
Fighting,Steel,Ground,Ice
Fighting,Steel,Ground,Normal
Fighting,Steel,Ground,Poison
Fighting,Steel,Ground,Psychic
Fighting,Steel,Ground,Rock
Fighting,Steel,Ground,Steel
Fighting,Steel,Ground,Typeless
Fighting,Steel,Ground,Water
Fighting,Steel,Ice,Normal
Fighting,Steel,Ice,Poison
Fighting,Steel,Ice,Psychic
Fighting,Steel,Ice,Rock
Fighting,Steel,Ice,Steel
Fighting,Steel,Ice,Typeless
Fighting,Steel,Ice,Water
Fighting,Steel,Normal,Poison
Fighting,Steel,Normal,Psychic
Fighting,Steel,Normal,Rock
Fighting,Steel,Normal,Steel
Fighting,Steel,Normal,Typeless
Fighting,Steel,Normal,Water
Fighting,Steel,Poison,Psychic
Fighting,Steel,Poison,Rock
Fighting,Steel,Poison,Steel
Fighting,Steel,Poison,Typeless
Fighting,Steel,Poison,Water
Fighting,Steel,Psychic,Rock
Fighting,Steel,Psychic,Steel
Fighting,Steel,Psychic,Typeless
Fighting,Steel,Psychic,Water
Fighting,Steel,Rock,Steel
Fighting,Steel,Rock,Typeless
Fighting,Steel,Rock,Water
Fighting,Steel,Steel,Typeless
Fighting,Steel,Steel,Water
Fighting,Steel,Water,Typeless
Fighting,Typeless,Fighting,Water
Fighting,Typeless,Fire,Flying
Fighting,Typeless,Fire,Ghost
Fighting,Typeless,Fire,Grass
Fighting,Typeless,Fire,Ground
Fighting,Typeless,Fire,Ice
Fighting,Typeless,Fire,Normal
Fighting,Typeless,Fire,Poison
Fighting,Typeless,Fire,Psychic
Fighting,Typeless,Fire,Rock
Fighting,Typeless,Fire,Steel
Fighting,Typeless,Fire,Typeless
Fighting,Typeless,Fire,Water
Fighting,Typeless,Flying,Ghost
Fighting,Typeless,Flying,Grass
Fighting,Typeless,Flying,Ground
Fighting,Typeless,Flying,Ice
Fighting,Typeless,Flying,Normal
Fighting,Typeless,Flying,Poison
Fighting,Typeless,Flying,Psychic
Fighting,Typeless,Flying,Rock
Fighting,Typeless,Flying,Steel
Fighting,Typeless,Flying,Typeless
Fighting,Typeless,Flying,Water
Fighting,Typeless,Ghost,Grass
Fighting,Typeless,Ghost,Ground
Fighting,Typeless,Ghost,Ice
Fighting,Typeless,Ghost,Normal
Fighting,Typeless,Ghost,Poison
Fighting,Typeless,Ghost,Psychic
Fighting,Typeless,Ghost,Rock
Fighting,Typeless,Ghost,Steel
Fighting,Typeless,Ghost,Typeless
Fighting,Typeless,Ghost,Water
Fighting,Typeless,Grass,Ground
Fighting,Typeless,Grass,Ice
Fighting,Typeless,Grass,Normal
Fighting,Typeless,Grass,Poison
Fighting,Typeless,Grass,Psychic
Fighting,Typeless,Grass,Rock
Fighting,Typeless,Grass,Steel
Fighting,Typeless,Grass,Typeless
Fighting,Typeless,Grass,Water
Fighting,Typeless,Ground,Ice
Fighting,Typeless,Ground,Normal
Fighting,Typeless,Ground,Poison
Fighting,Typeless,Ground,Psychic
Fighting,Typeless,Ground,Rock
Fighting,Typeless,Ground,Steel
Fighting,Typeless,Ground,Typeless
Fighting,Typeless,Ground,Water
Fighting,Typeless,Ice,Normal
Fighting,Typeless,Ice,Poison
Fighting,Typeless,Ice,Psychic
Fighting,Typeless,Ice,Rock
Fighting,Typeless,Ice,Steel
Fighting,Typeless,Ice,Typeless
Fighting,Typeless,Ice,Water
Fighting,Typeless,Normal,Poison
Fighting,Typeless,Normal,Psychic
Fighting,Typeless,Normal,Rock
Fighting,Typeless,Normal,Steel
Fighting,Typeless,Normal,Typeless
Fighting,Typeless,Normal,Water
Fighting,Typeless,Poison,Psychic
Fighting,Typeless,Poison,Rock
Fighting,Typeless,Poison,Steel
Fighting,Typeless,Poison,Typeless
Fighting,Typeless,Poison,Water
Fighting,Typeless,Psychic,Rock
Fighting,Typeless,Psychic,Steel
Fighting,Typeless,Psychic,Typeless
Fighting,Typeless,Psychic,Water
Fighting,Typeless,Rock,Steel
Fighting,Typeless,Rock,Typeless
Fighting,Typeless,Rock,Water
Fighting,Typeless,Steel,Typeless
Fighting,Typeless,Steel,Water
Fighting,Typeless,Water,Typeless
Fighting,Water,Fire,Flying
Fighting,Water,Fire,Ghost
Fighting,Water,Fire,Grass
Fighting,Water,Fire,Ground
Fighting,Water,Fire,Ice
Fighting,Water,Fire,Normal
Fighting,Water,Fire,Poison
Fighting,Water,Fire,Psychic
Fighting,Water,Fire,Rock
Fighting,Water,Fire,Steel
Fighting,Water,Fire,Typeless
Fighting,Water,Fire,Water
Fighting,Water,Flying,Ghost
Fighting,Water,Flying,Grass
Fighting,Water,Flying,Ground
Fighting,Water,Flying,Ice
Fighting,Water,Flying,Normal
Fighting,Water,Flying,Poison
Fighting,Water,Flying,Psychic
Fighting,Water,Flying,Rock
Fighting,Water,Flying,Steel
Fighting,Water,Flying,Typeless
Fighting,Water,Flying,Water
Fighting,Water,Ghost,Grass
Fighting,Water,Ghost,Ground
Fighting,Water,Ghost,Ice
Fighting,Water,Ghost,Normal
Fighting,Water,Ghost,Poison
Fighting,Water,Ghost,Psychic
Fighting,Water,Ghost,Rock
Fighting,Water,Ghost,Steel
Fighting,Water,Ghost,Typeless
Fighting,Water,Ghost,Water
Fighting,Water,Grass,Ground
Fighting,Water,Grass,Ice
Fighting,Water,Grass,Normal
Fighting,Water,Grass,Poison
Fighting,Water,Grass,Psychic
Fighting,Water,Grass,Rock
Fighting,Water,Grass,Steel
Fighting,Water,Grass,Typeless
Fighting,Water,Grass,Water
Fighting,Water,Ground,Ice
Fighting,Water,Ground,Normal
Fighting,Water,Ground,Poison
Fighting,Water,Ground,Psychic
Fighting,Water,Ground,Rock
Fighting,Water,Ground,Steel
Fighting,Water,Ground,Typeless
Fighting,Water,Ground,Water
Fighting,Water,Ice,Normal
Fighting,Water,Ice,Poison
Fighting,Water,Ice,Psychic
Fighting,Water,Ice,Rock
Fighting,Water,Ice,Steel
Fighting,Water,Ice,Typeless
Fighting,Water,Ice,Water
Fighting,Water,Normal,Poison
Fighting,Water,Normal,Psychic
Fighting,Water,Normal,Rock
Fighting,Water,Normal,Steel
Fighting,Water,Normal,Typeless
Fighting,Water,Normal,Water
Fighting,Water,Poison,Psychic
Fighting,Water,Poison,Rock
Fighting,Water,Poison,Steel
Fighting,Water,Poison,Typeless
Fighting,Water,Poison,Water
Fighting,Water,Psychic,Rock
Fighting,Water,Psychic,Steel
Fighting,Water,Psychic,Typeless
Fighting,Water,Psychic,Water
Fighting,Water,Rock,Steel
Fighting,Water,Rock,Typeless
Fighting,Water,Rock,Water
Fighting,Water,Steel,Typeless
Fighting,Water,Steel,Water
Fighting,Water,Water,Typeless
Fire,Flying,Fire,Ghost
Fire,Flying,Fire,Grass
Fire,Flying,Fire,Ground
Fire,Flying,Fire,Ice
Fire,Flying,Fire,Normal
Fire,Flying,Fire,Poison
Fire,Flying,Fire,Psychic
Fire,Flying,Fire,Rock
Fire,Flying,Fire,Steel
Fire,Flying,Fire,Typeless
Fire,Flying,Fire,Water
Fire,Flying,Flying,Ghost
Fire,Flying,Flying,Grass
Fire,Flying,Flying,Ground
Fire,Flying,Flying,Ice
Fire,Flying,Flying,Normal
Fire,Flying,Flying,Poison
Fire,Flying,Flying,Psychic
Fire,Flying,Flying,Rock
Fire,Flying,Flying,Steel
Fire,Flying,Flying,Typeless
Fire,Flying,Flying,Water
Fire,Flying,Ghost,Grass
Fire,Flying,Ghost,Ground
Fire,Flying,Ghost,Ice
Fire,Flying,Ghost,Normal
Fire,Flying,Ghost,Poison
Fire,Flying,Ghost,Psychic
Fire,Flying,Ghost,Rock
Fire,Flying,Ghost,Steel
Fire,Flying,Ghost,Typeless
Fire,Flying,Ghost,Water
Fire,Flying,Grass,Ground
Fire,Flying,Grass,Ice
Fire,Flying,Grass,Normal
Fire,Flying,Grass,Poison
Fire,Flying,Grass,Psychic
Fire,Flying,Grass,Rock
Fire,Flying,Grass,Steel
Fire,Flying,Grass,Typeless
Fire,Flying,Grass,Water
Fire,Flying,Ground,Ice
Fire,Flying,Ground,Normal
Fire,Flying,Ground,Poison
Fire,Flying,Ground,Psychic
Fire,Flying,Ground,Rock
Fire,Flying,Ground,Steel
Fire,Flying,Ground,Typeless
Fire,Flying,Ground,Water
Fire,Flying,Ice,Normal
Fire,Flying,Ice,Poison
Fire,Flying,Ice,Psychic
Fire,Flying,Ice,Rock
Fire,Flying,Ice,Steel
Fire,Flying,Ice,Typeless
Fire,Flying,Ice,Water
Fire,Flying,Normal,Poison
Fire,Flying,Normal,Psychic
Fire,Flying,Normal,Rock
Fire,Flying,Normal,Steel
Fire,Flying,Normal,Typeless
Fire,Flying,Normal,Water
Fire,Flying,Poison,Psychic
Fire,Flying,Poison,Rock
Fire,Flying,Poison,Steel
Fire,Flying,Poison,Typeless
Fire,Flying,Poison,Water
Fire,Flying,Psychic,Rock
Fire,Flying,Psychic,Steel
Fire,Flying,Psychic,Typeless
Fire,Flying,Psychic,Water
Fire,Flying,Rock,Steel
Fire,Flying,Rock,Typeless
Fire,Flying,Rock,Water
Fire,Flying,Steel,Typeless
Fire,Flying,Steel,Water
Fire,Flying,Water,Typeless
Fire,Ghost,Fire,Grass
Fire,Ghost,Fire,Ground
Fire,Ghost,Fire,Ice
Fire,Ghost,Fire,Normal
Fire,Ghost,Fire,Poison
Fire,Ghost,Fire,Psychic
Fire,Ghost,Fire,Rock
Fire,Ghost,Fire,Steel
Fire,Ghost,Fire,Typeless
Fire,Ghost,Fire,Water
Fire,Ghost,Flying,Ghost
Fire,Ghost,Flying,Grass
Fire,Ghost,Flying,Ground
Fire,Ghost,Flying,Ice
Fire,Ghost,Flying,Normal
Fire,Ghost,Flying,Poison
Fire,Ghost,Flying,Psychic
Fire,Ghost,Flying,Rock
Fire,Ghost,Flying,Steel
Fire,Ghost,Flying,Typeless
Fire,Ghost,Flying,Water
Fire,Ghost,Ghost,Grass
Fire,Ghost,Ghost,Ground
Fire,Ghost,Ghost,Ice
Fire,Ghost,Ghost,Normal
Fire,Ghost,Ghost,Poison
Fire,Ghost,Ghost,Psychic
Fire,Ghost,Ghost,Rock
Fire,Ghost,Ghost,Steel
Fire,Ghost,Ghost,Typeless
Fire,Ghost,Ghost,Water
Fire,Ghost,Grass,Ground
Fire,Ghost,Grass,Ice
Fire,Ghost,Grass,Normal
Fire,Ghost,Grass,Poison
Fire,Ghost,Grass,Psychic
Fire,Ghost,Grass,Rock
Fire,Ghost,Grass,Steel
Fire,Ghost,Grass,Typeless
Fire,Ghost,Grass,Water
Fire,Ghost,Ground,Ice
Fire,Ghost,Ground,Normal
Fire,Ghost,Ground,Poison
Fire,Ghost,Ground,Psychic
Fire,Ghost,Ground,Rock
Fire,Ghost,Ground,Steel
Fire,Ghost,Ground,Typeless
Fire,Ghost,Ground,Water
Fire,Ghost,Ice,Normal
Fire,Ghost,Ice,Poison
Fire,Ghost,Ice,Psychic
Fire,Ghost,Ice,Rock
Fire,Ghost,Ice,Steel
Fire,Ghost,Ice,Typeless
Fire,Ghost,Ice,Water
Fire,Ghost,Normal,Poison
Fire,Ghost,Normal,Psychic
Fire,Ghost,Normal,Rock
Fire,Ghost,Normal,Steel
Fire,Ghost,Normal,Typeless
Fire,Ghost,Normal,Water
Fire,Ghost,Poison,Psychic
Fire,Ghost,Poison,Rock
Fire,Ghost,Poison,Steel
Fire,Ghost,Poison,Typeless
Fire,Ghost,Poison,Water
Fire,Ghost,Psychic,Rock
Fire,Ghost,Psychic,Steel
Fire,Ghost,Psychic,Typeless
Fire,Ghost,Psychic,Water
Fire,Ghost,Rock,Steel
Fire,Ghost,Rock,Typeless
Fire,Ghost,Rock,Water
Fire,Ghost,Steel,Typeless
Fire,Ghost,Steel,Water
Fire,Ghost,Water,Typeless
Fire,Grass,Fire,Ground
Fire,Grass,Fire,Ice
Fire,Grass,Fire,Normal
Fire,Grass,Fire,Poison
Fire,Grass,Fire,Psychic
Fire,Grass,Fire,Rock
Fire,Grass,Fire,Steel
Fire,Grass,Fire,Typeless
Fire,Grass,Fire,Water
Fire,Grass,Flying,Ghost
Fire,Grass,Flying,Grass
Fire,Grass,Flying,Ground
Fire,Grass,Flying,Ice
Fire,Grass,Flying,Normal
Fire,Grass,Flying,Poison
Fire,Grass,Flying,Psychic
Fire,Grass,Flying,Rock
Fire,Grass,Flying,Steel
Fire,Grass,Flying,Typeless
Fire,Grass,Flying,Water
Fire,Grass,Ghost,Grass
Fire,Grass,Ghost,Ground
Fire,Grass,Ghost,Ice
Fire,Grass,Ghost,Normal
Fire,Grass,Ghost,Poison
Fire,Grass,Ghost,Psychic
Fire,Grass,Ghost,Rock
Fire,Grass,Ghost,Steel
Fire,Grass,Ghost,Typeless
Fire,Grass,Ghost,Water
Fire,Grass,Grass,Ground
Fire,Grass,Grass,Ice
Fire,Grass,Grass,Normal
Fire,Grass,Grass,Poison
Fire,Grass,Grass,Psychic
Fire,Grass,Grass,Rock
Fire,Grass,Grass,Steel
Fire,Grass,Grass,Typeless
Fire,Grass,Grass,Water
Fire,Grass,Ground,Ice
Fire,Grass,Ground,Normal
Fire,Grass,Ground,Poison
Fire,Grass,Ground,Psychic
Fire,Grass,Ground,Rock
Fire,Grass,Ground,Steel
Fire,Grass,Ground,Typeless
Fire,Grass,Ground,Water
Fire,Grass,Ice,Normal
Fire,Grass,Ice,Poison
Fire,Grass,Ice,Psychic
Fire,Grass,Ice,Rock
Fire,Grass,Ice,Steel
Fire,Grass,Ice,Typeless
Fire,Grass,Ice,Water
Fire,Grass,Normal,Poison
Fire,Grass,Normal,Psychic
Fire,Grass,Normal,Rock
Fire,Grass,Normal,Steel
Fire,Grass,Normal,Typeless
Fire,Grass,Normal,Water
Fire,Grass,Poison,Psychic
Fire,Grass,Poison,Rock
Fire,Grass,Poison,Steel
Fire,Grass,Poison,Typeless
Fire,Grass,Poison,Water
Fire,Grass,Psychic,Rock
Fire,Grass,Psychic,Steel
Fire,Grass,Psychic,Typeless
Fire,Grass,Psychic,Water
Fire,Grass,Rock,Steel
Fire,Grass,Rock,Typeless
Fire,Grass,Rock,Water
Fire,Grass,Steel,Typeless
Fire,Grass,Steel,Water
Fire,Grass,Water,Typeless
Fire,Ground,Fire,Ice
Fire,Ground,Fire,Normal
Fire,Ground,Fire,Poison
Fire,Ground,Fire,Psychic
Fire,Ground,Fire,Rock
Fire,Ground,Fire,Steel
Fire,Ground,Fire,Typeless
Fire,Ground,Fire,Water
Fire,Ground,Flying,Ghost
Fire,Ground,Flying,Grass
Fire,Ground,Flying,Ground
Fire,Ground,Flying,Ice
Fire,Ground,Flying,Normal
Fire,Ground,Flying,Poison
Fire,Ground,Flying,Psychic
